Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
RCP,Ready Capital Corporation,25.6,0,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rcp
RLGY,Realogy Holdings Corp.,11.72,1338393212,n/a,2012,Finance,Real Estate,https://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,72.55,22040709008,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/o
RHT,"Red Hat, Inc.",183.1,32364841691,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,8.11,199530986.9,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rlh
RWT,"Redwood Trust, Inc.",16.01,1547514593,n/a,1995,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,83.76,3585676982,n/a,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/rbc
RWGE,Regalwood Global Energy Ltd.,10.14,304200000,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/rwge
RWGE.U,Regalwood Global Energy Ltd.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/rwge.u
RWGE.WS,Regalwood Global Energy Ltd.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rwge.ws
RM,Regional Management Corp.,24.45,290506538.1,n/a,2012,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,14.84,15103191347,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.54,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,27.05,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,19.74,794249283.2,n/a,1991,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rgs
RGA,"Reinsurance Group of America, Incorporated",143.58,9022549540,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",26.7426,0,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",26.59,0,n/a,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,92,6171188328,n/a,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/rs
RELX,RELX PLC,21.74,42584815303,n/a,2015,Consumer Services,Publishing,https://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,143.25,6295330538,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,26.0864,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,24.36,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnr^e
RNR^F,RenaissanceRe Holdings Ltd.,25.18,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnr^f
SOL,Renesola Ltd.,1.7089,65054217.22,n/a,2008,Technology,Semiconductors,https://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,1.51,103881748.6,n/a,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/renn
RSG,"Republic Services, Inc.",79.74,25645621724,n/a,1998,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/rsg
REZI,"Resideo Technologies, Inc.",19.48,2389926981,n/a,2018,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/rezi
RMD,ResMed Inc.,105.01,15047933945,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rmd
RFP,Resolute Forest Products Inc.,8.06,735143024.7,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/rfp
QSR,Restaurant Brands International Inc.,65.44,16551149062,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/qsr
RPAI,"Retail Properties of America, Inc.",12.3,2625840666,n/a,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai
RVI,Retail Value Inc.,32.73,623281677.6,n/a,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/rvi
REVG,"REV Group, Inc.",10.93,686475821,n/a,2017,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/revg
REV,"Revlon, Inc.",20.37,1076920366,n/a,1996,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,80.2,503208403.8,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rex
REXR,"Rexford Industrial Realty, Inc.",36.22,3506652484,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rexr
REXR^A,"Rexford Industrial Realty, Inc.",24.95,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rexr^a
REXR^B,"Rexford Industrial Realty, Inc.",25.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rexr^b
RXN,Rexnord Corporation,25.8,2703082718,n/a,2012,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,54.88,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rxn^a
RH,RH,101.25,2073419066,n/a,2012,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/rh
RNG,"Ringcentral, Inc.",110.04,8940244476,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,60.98,1.03556E+11,n/a,2002,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,34.51,3759907396,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,0.5681,613494944.6,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/rad
RMPL^,RiverNorth Marketplace Lending Corporation,25.5986,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmpl^
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",20.6,122570000,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/rmi
RIV,"RiverNorth Opportunities Fund, Inc.",16.61,88535037.25,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/riv
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",16.77,184701208,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,71.23,3171966137,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,17.91,3110762074,n/a,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj
RLJ^A,RLJ Lodging Trust,25.4,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rlj^a
RMG,RMG Acquisition Corp.,9.75,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/rmg
RMG.U,RMG Acquisition Corp.,n/a,0,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/rmg.u
RMG.WS,RMG Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmg.ws
RRTS,"Roadrunner Transportation Systems, Inc",0.4199,394302176.3,n/a,2010,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rrts
ROAN,"Roan Resources, Inc.",5.9,899983238.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roan
RHI,Robert Half International Inc.,66.21,7884186823,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/rhi
ROK,"Rockwell Automation, Inc.",182.07,21765369890,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rok
RCI,"Rogers Communication, Inc.",54.13,21849988811,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,160.83,2980772880,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog
ROL,"Rollins, Inc.",41.87,13713716983,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/rol
ROP,"Roper Technologies, Inc.",348.27,36083482237,n/a,1992,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,21.21,501424994.9,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,11.48,1461342502,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,77.23,1.10864E+11,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ry
RY^T,Royal Bank Of Canada,31.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),6.66,40259860566,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/rbs
RCL,Royal Caribbean Cruises Ltd.,116.26,24320033883,n/a,1993,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rds.b
RGT,"Royce Global Value Trust, Inc.",10.24,107335946.2,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/rgt
RMT,"Royce Micro-Cap Trust, Inc.",8.36,338580660.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rmt
RVT,"Royce Value Trust, Inc.",13.91,1321589434,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/rvt
RES,"RPC, Inc.",11.82,2543793772,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,59.08,7777567753,n/a,n/a,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/rpm
RPT,RPT Realty,12.04,967479280.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpt
RPT^D,RPT Realty,50.08,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpt^d
RTW,"RTW Retailwinds, Inc.",2.4,155656804.8,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rtw
RTEC,"Rudolph Technologies, Inc.",22.92,708397149.6,n/a,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtec
RYB,"RYB Education, Inc.",6.65,194271776.7,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",63.06,3359493564,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,9.22,345233726.1,n/a,2014,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",83.31,4276780416,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,213.22,52469451161,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,47.07,686249769.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",1.46,147799769.7,n/a,2008,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",20.58,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",20.38,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",10.9,224289016.6,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SAFE,Safehold Inc.,21.87,399694829.7,n/a,2017,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",28.95,2562824255,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,160.51,1.23753E+11,n/a,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,9.24,163755428.8,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",18.25,2200052447,n/a,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,5.29,246560530.8,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SD,"SandRidge Energy, Inc.",8.05,287285188.1,n/a,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.02,28560000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.01,50222250,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.37,124425000,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SC,Santander Consumer USA Holdings Inc.,21.71,7628143008,n/a,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SAP,SAP SE,115.81,1.38237E+11,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,25.51,0,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,25.5623,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/saf
SAR,Saratoga Investment Corp,23.09,174104557.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,31.39,19606194000,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",52.95,1204577235,n/a,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",26.14,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,"Saul Centers, Inc.",24.06,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
SLB,Schlumberger N.V.,44.49,61661921641,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",21.1,3735218469,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",38.51,1189842661,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,76.08,4513108661,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,4.07,289854240.1,n/a,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,25.24,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SBNA,Scorpio Tankers Inc.,25.33,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,19.59,1006866642,n/a,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),80.19,4438572553,n/a,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,11.03,435695346.1,n/a,1988,n/a,n/a,https://www.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,11.29,126492493.9,n/a,1989,n/a,n/a,https://www.nasdaq.com/symbol/ksm
SE,Sea Limited,23.3,9636851294,n/a,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",11.24,692980248.3,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",42.12,772685545.3,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,13.97,294355290.1,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,8.96,896000000,n/a,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,0.9056,68171983.2,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,45.82,7131087565,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,9.12,1965761800,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,24.285,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,24.98,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,25.23,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,24.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
SSW^I,Seaspan Corporation,24.84,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^i
SSWA,Seaspan Corporation,25.7,0,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,25.32,0,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",24.03,2021559939,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,6.4,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,6.6,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",11.82,1254255424,n/a,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,14.02,1896572310,n/a,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SEMG,Semgroup Corporation,14.68,1161998542,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,5.18,5228345106,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,127.24,34886946945,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,106.79,0,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,107.08,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sre^b
ST,Sensata Technologies Holding plc,47.5,7797549128,n/a,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,68.53,2898301599,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,1.09,103099572.8,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,46.44,1656399675,n/a,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,40.45,7375027562,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",47.15,6415096084,n/a,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",246.82,44551010000,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",58.78,2179842957,n/a,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,21,10248686574,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",20.75,4644094456,n/a,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),437.17,40517182711,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,39.55,18732841166,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,12.63,1507712881,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,201.46,19919809375,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",46.83,1642848334,n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,4.27,2418826191,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,27.65,1435373961,n/a,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",22.37,261573573.2,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",183.29,56633972090,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",69.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",59.02,2665763127,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",49.45,5352375776,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,13.92,2511839292,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,25.56,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^a
SITC^J,SITE Centers Corp.,25.74,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^j
SITC^K,SITE Centers Corp.,25.69,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",57.15,2340597281,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,50,4211267600,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJW,SJW Group,60.79,1728328028,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",24.67,15973231119,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",34.26,5292302811,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,19.79,1122356088,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,91.15,7686263491,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.7,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,17.65,1981093274,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SFS,Smart,5.11,391035437.6,n/a,2014,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs
SMAR,Smartsheet Inc.,40.54,1946070039,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",40.32,17638352847,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
SNAP,Snap Inc.,11.22,14822021654,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,159.02,8839196192,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
IPOA,Social Capital Hedosophia Holdings Corp.,10.205,704145000,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws
SQM,Sociedad Quimica y Minera S.A.,38.09,10025155599,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,5.88,2301157845,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",17.03,802599683.3,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,19.8,6136862965,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",14.88,639705886.6,n/a,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,61.47,6149063671,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,42.17,53158210291,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,38.03,1771837780,n/a,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",36.42,313605372.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",31.68,2925113337,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SJIU,"South Jersey Industries, Inc.",51.05,0,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu
SCE^G,Southern California Edison Company,21.19,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,24.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,22.25,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,22.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,21.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),51.64,53424899368,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
